id,proper,x,y,z,mag,ci
85665,Shaula,-16.048583,-138.749793,-105.649898,1.62,-0.231
92133,Sheliak,53.40884,-240.514817,162.223134,3.52,0.003
8884,Sheratan,14.752622,8.063457,6.389157,2.64,0.165
3685,Shimu,51.755023,10.844894,23.839349,4.08,1.1
94967,Sika,17.247552,-45.594321,-31.559182,7.84,0.599
32263,Sirius,-0.494323,2.476731,-0.758485,-1.44,0.009
111359,Situla,61.229681,-22.967064,-4.834534,5.04,1.14
112776,Skat,45.459019,-13.325406,-13.423467,3.27,0.066
0,Sol,0.000005,0.0,0.0,-26.7,0.656
104442,Solaris,34.978517,-31.055419,12.26203,9.78,1.611
72345,Solitaire,-66.036951,-60.664821,-47.600014,4.42,1.366
65269,Spica,-69.990853,-27.285826,-14.82176,0.98,-0.235
110822,Stellio,18.613691,-7.587422,24.196371,3.76,0.031
43551,Stribor,-43.676078,46.086662,41.323525,8.03,0.626
91484,Struve 2398 A,0.334856,-1.773105,3.079349,8.94,1.504
91487,Struve 2398 B,0.324167,-1.716358,2.980381,9.7,1.561
101629,Sualocin,48.015095,-57.406003,21.335542,3.77,-0.057
47373,Subra,-32.353394,22.412883,6.863686,3.52,0.516
44689,Suhail,-88.662596,82.682121,-114.774841,2.23,1.665
92902,Sulafat,40.69872,-154.738921,102.67804,3.25,-0.049
69479,Syrma,-18.333625,-12.367873,-2.324624,4.07,0.511
22396,Tabit,2.413721,7.63677,0.977904,3.19,0.484
57226,Taiyangshou,-37.766969,2.301619,41.698309,3.69,1.181
62876,Taiyi,-11.820552,-2.918495,26.640872,5.23,0.303
44000,Talitha,-6.835882,6.883318,10.789878,3.12,0.223
50655,Tania Australis,-48.161684,21.865099,46.794651,3.06,1.603
50230,Tania Borealis,-27.815454,13.402145,28.706022,3.45,0.029
37933,Tapecue,-8.804898,17.312575,-26.994249,8.1,0.745
96970,Tarazed,53.215608,-106.431852,22.297682,2.72,1.507
40411,Tarf,-51.522087,76.015371,14.84954,3.53,1.481
17489,Taygeta,63.361504,95.01397,51.966577,4.3,-0.11
40054,Tegmine,-13.035978,20.033032,7.603791,4.67,0.531
30270,Tejat,-6.562116,65.281443,27.194957,2.87,1.621
112928,Tengshe,304.725766,-86.755537,374.042528,4.99,1.778
97755,Terebellum,11.280499,-20.384256,-11.514028,4.7,0.748
21340,Theemin,20.338212,52.67393,-33.342657,3.81,0.957
68537,Thuban,-34.416017,-20.758849,83.796391,3.67,-0.049
111768,Tiaki,34.993484,-12.277259,-39.608199,2.07,1.61
98508,Tianfu,72.436519,-120.389654,17.943762,5.51,1.063
26386,Tianguan,12.391949,126.637551,49.207351,2.97,-0.148
62228,Tianyi,-87.644943,-18.458661,208.879282,5.43,1.567
80443,Timir,-22.329431,-52.905718,-13.680158,6.89,0.95
7499,Titawin,9.229933,4.147969,8.92295,4.1,0.536
71453,Toliman,-0.495181,-0.413973,-1.156674,1.35,0.9
58777,Tonatiuh,-21.989708,-0.504005,94.562822,5.78,1.029
8183,Torcular,75.808974,37.546943,13.637807,4.26,0.942
60457,Tupã,-16.574938,-1.871712,-34.233139,6.99,0.537
17055,Tupi,11.740637,16.723573,-27.033217,7.12,0.583
39644,Tureis,-9.379037,15.076242,-8.018549,2.83,0.458
89860,Tusizuo,3.495833,-33.687362,13.525603,3.85,1.168
116218,Udkadua,18.103691,-1.77795,19.141071,3.81,0.984
47297,Ukdah,-66.071937,46.325951,-1.609728,3.9,1.313
57119,Uklun,-20.576736,1.363005,-33.921898,7.47,0.721
76835,Unukalhai,-12.5786,-18.695648,2.537718,2.63,1.167
71634,Uridim,-73.354913,-62.611867,-104.837277,2.3,-0.154
95777,Uruk,44.426247,-104.573689,33.600124,8.97,0.539
117515,Uúba,61.046878,-1.419958,-47.072569,9.79,0.815
3820,Van Maanen's Star,4.146957,0.903519,0.400348,12.37,0.554
90979,Vega,0.960565,-5.908009,4.809731,0.03,-0.001
115711,Veritate,60.844885,-7.662161,50.080351,5.22,1.029
63405,Vindemiatrix,-31.782664,-8.840495,6.38806,2.85,0.934
35453,Wasat,-5.888392,16.151258,6.939513,3.5,0.374
27559,Wazn,0.855327,21.672805,-15.624858,3.12,1.146
34354,Wezen,-129.733458,421.761488,-218.979855,1.83,0.671
80579,Wolf 1061,-1.597477,-3.871023,-0.940865,10.1,1.604
118720,Wolf 359,-2.282811,0.649334,0.292057,13.45,2.0
5337,Wurren,49.896436,15.346501,-75.238648,3.94,-0.12
71682,Xami,-5.319852,-4.563974,-15.014538,3.18,0.256
82263,Xamidimura,-35.43289,-115.66204,-94.671563,3.0,-0.2
91566,Xihe,21.185517,-110.010103,83.070331,6.04,1.04
69510,Xuange,-17.435524,-11.802923,21.870286,4.18,0.087
79640,Yed Posterior,-13.962311,-29.378579,-2.669978,3.23,0.966
79352,Yed Prior,-23.290749,-46.890988,-3.380547,2.73,1.584
85560,Yildun,-0.379972,-3.119005,52.676703,4.35,0.021
49496,Yunü,-78.745563,41.911852,15.725184,4.39,1.448
59945,Zaniah,-81.054806,-7.05786,-0.946921,3.89,0.026
18497,Zaurak,30.760217,52.235828,-14.56308,2.97,1.588
57584,Zavijava,-10.914853,0.443379,0.336562,3.59,0.518
48219,Zhang,-66.227032,41.59319,-20.730703,4.11,0.918
76997,Zhou,-25.268927,-38.245168,12.644945,3.65,0.073
15159,Zibal,21.831836,25.077889,-5.15902,4.8,0.232
54712,Zosma,-16.442201,3.337108,6.280742,2.56,0.128
72396,Zubenelgenubi,-16.408581,-15.151818,-6.421874,2.75,0.147
76100,Zubenelhakrabi,-28.510476,-39.071229,-12.769777,3.91,1.007
74556,Zubeneschamali,-36.549398,-42.420251,-9.252607,2.61,-0.071
