id,hip,proper,mag,ci,x,y,z
112389,112748,Sadalbari,3.51,0.933,28.209183,-8.893887,13.542862
108728,109074,Sadalmelik,2.95,0.969,140.987693,-76.722268,-0.896054
105936,106278,Sadalsuud,2.9,0.828,130.759282,-98.929336,-15.993766
100128,100453,Sadr,2.23,0.673,249.318228,-348.795593,363.040966
113980,114341,Safina,3.68,1.202,75.510914,-16.931759,-29.973162
56403,56572,Sagarmatha,8.42,0.76,-49.158438,5.1974,-4.112467
27298,27366,Saiph,2.07,-0.168,10.444137,195.314937,-33.326707
114887,115250,Salm,4.58,0.18,44.715629,-7.756411,19.960021
106481,106824,Sāmaya,8.56,0.546,74.642254,-53.172993,-56.684058
85965,86228,Sargas,1.86,0.406,-6.654055,-67.016643,-62.796539
84121,84379,Sarin,3.12,0.08,-4.075476,-20.503689,9.676738
21541,21594,Sceptrum,3.86,1.082,11.405856,30.579706,-8.321655
113521,113881,Scheat,2.44,1.655,51.433435,-12.877612,28.290136
3172,3179,Schedar,2.24,1.17,37.984817,6.784483,58.379619
20405,20455,Secunda Hyadum,3.77,0.983,18.695965,41.472036,14.380508
8867,8886,Segin,3.35,-0.15,49.169644,26.806887,113.163436
70851,71075,Seginus,3.04,0.191,-16.449442,-12.860715,16.49506
96450,96757,Sham,4.39,0.777,52.446573,-112.348474,40.319114
55498,55664,Shama,9.1,0.874,-49.302696,7.744997,-1.332214
51475,51624,Shaomin,3.84,-0.148,-91628.219948,36643.48097,16171.724913
79191,79431,Sharjah,11.34,1.486,-6.147626,-12.156552,-4.657551
85665,85927,Shaula,1.62,-0.231,-16.048583,-138.749793,-105.649898
92133,92420,Sheliak,3.52,0.003,53.40884,-240.514817,162.223134
8884,8903,Sheratan,2.64,0.165,14.752622,8.063457,6.389157
3685,3693,Shimu,4.08,1.1,51.755023,10.844894,23.839349
94967,95262,Sika,7.84,0.599,17.247552,-45.594321,-31.559182
32263,32349,Sirius,-1.44,0.009,-0.494323,2.476731,-0.758485
111359,111710,Situla,5.04,1.14,61.229681,-22.967064,-4.834534
112776,113136,Skat,3.27,0.066,45.459019,-13.325406,-13.423467
104442,104780,Solaris,9.78,1.611,34.978517,-31.055419,12.26203
72345,72571,Solitaire,4.42,1.366,-66.036951,-60.664821,-47.600014
65269,65474,Spica,0.98,-0.235,-69.990853,-27.285826,-14.82176
110822,111169,Stellio,3.76,0.031,18.613691,-7.587422,24.196371
43551,43674,Stribor,8.03,0.626,-43.676078,46.086662,41.323525
91484,91768,Struve 2398 A,8.94,1.504,0.334856,-1.773105,3.079349
91487,91772,Struve 2398 B,9.7,1.561,0.324167,-1.716358,2.980381
101629,101958,Sualocin,3.77,-0.057,48.015095,-57.406003,21.335542
47373,47508,Subra,3.52,0.516,-32.353394,22.412883,6.863686
44689,44816,Suhail,2.23,1.665,-88.662596,82.682121,-114.774841
92902,93194,Sulafat,3.25,-0.049,40.69872,-154.738921,102.67804
69479,69701,Syrma,4.07,0.511,-18.333625,-12.367873,-2.324624
22396,22449,Tabit,3.19,0.484,2.413721,7.63677,0.977904
57226,57399,Taiyangshou,3.69,1.181,-37.766969,2.301619,41.698309
62876,63076,Taiyi,5.23,0.303,-11.820552,-2.918495,26.640872
44000,44127,Talitha,3.12,0.223,-6.835882,6.883318,10.789878
50655,50801,Tania Australis,3.06,1.603,-48.161684,21.865099,46.794651
50230,50372,Tania Borealis,3.45,0.029,-27.815454,13.402145,28.706022
37933,38041,Tapecue,8.1,0.745,-8.804898,17.312575,-26.994249
96970,97278,Tarazed,2.72,1.507,53.215608,-106.431852,22.297682
40411,40526,Tarf,3.53,1.481,-51.522087,76.015371,14.84954
17489,17531,Taygeta,4.3,-0.11,63.361504,95.01397,51.966577
40054,40167,Tegmine,4.67,0.531,-13.035978,20.033032,7.603791
30270,30343,Tejat,2.87,1.621,-6.562116,65.281443,27.194957
112928,113288,Tengshe,4.99,1.778,304.725766,-86.755537,374.042528
97755,98066,Terebellum,4.7,0.748,11.280499,-20.384256,-11.514028
21340,21393,Theemin,3.81,0.957,20.338212,52.67393,-33.342657
68537,68756,Thuban,3.67,-0.049,-34.416017,-20.758849,83.796391
111768,112122,Tiaki,2.07,1.61,34.993484,-12.277259,-39.608199
98508,98823,Tianfu,5.51,1.063,72.436519,-120.389654,17.943762
26386,26451,Tianguan,2.97,-0.148,12.391949,126.637551,49.207351
62228,62423,Tianyi,5.43,1.567,-87.644943,-18.458661,208.879282
80443,80687,Timir,6.89,0.95,-22.329431,-52.905718,-13.680158
7499,7513,Titawin,4.1,0.536,9.229933,4.147969,8.92295
71453,71681,Toliman,1.35,0.9,-0.495181,-0.413973,-1.156674
58777,58952,Tonatiuh,5.78,1.029,-21.989708,-0.504005,94.562822
8183,8198,Torcular,4.26,0.942,75.808974,37.546943,13.637807
60457,60644,Tupã,6.99,0.537,-16.574938,-1.871712,-34.233139
17055,17096,Tupi,7.12,0.583,11.740637,16.723573,-27.033217
39644,39757,Tureis,2.83,0.458,-9.379037,15.076242,-8.018549
89860,90139,Tusizuo,3.85,1.168,3.495833,-33.687362,13.525603
116218,116584,Udkadua,3.81,0.984,18.103691,-1.77795,19.141071
47297,47431,Ukdah,3.9,1.313,-66.071937,46.325951,-1.609728
57119,57291,Uklun,7.47,0.721,-20.576736,1.363005,-33.921898
76835,77070,Unukalhai,2.63,1.167,-12.5786,-18.695648,2.537718
71634,71860,Uridim,2.3,-0.154,-73.354913,-62.611867,-104.837277
95777,96078,Uruk,8.97,0.539,44.426247,-104.573689,33.600124
117515,117883,Uúba,9.79,0.815,61.046878,-1.419958,-47.072569
3820,3829,Van Maanen's Star,12.37,0.554,4.146957,0.903519,0.400348
90979,91262,Vega,0.03,-0.001,0.960565,-5.908009,4.809731
115711,116076,Veritate,5.22,1.029,60.844885,-7.662161,50.080351
63405,63608,Vindemiatrix,2.85,0.934,-31.782664,-8.840495,6.38806
35453,35550,Wasat,3.5,0.374,-5.888392,16.151258,6.939513
27559,27628,Wazn,3.12,1.146,0.855327,21.672805,-15.624858
34354,34444,Wezen,1.83,0.671,-129.733458,421.761488,-218.979855
80579,80824,Wolf 1061,10.1,1.604,-1.597477,-3.871023,-0.940865
5337,5348,Wurren,3.94,-0.12,49.896436,15.346501,-75.238648
71682,71908,Xami,3.18,0.256,-5.319852,-4.563974,-15.014538
82263,82514,Xamidimura,3.0,-0.2,-35.43289,-115.66204,-94.671563
91566,91852,Xihe,6.04,1.04,21.185517,-110.010103,83.070331
69510,69732,Xuange,4.18,0.087,-17.435524,-11.802923,21.870286
79640,79882,Yed Posterior,3.23,0.966,-13.962311,-29.378579,-2.669978
79352,79593,Yed Prior,2.73,1.584,-23.290749,-46.890988,-3.380547
85560,85822,Yildun,4.35,0.021,-0.379972,-3.119005,52.676703
49496,49637,Yunü,4.39,1.448,-78.745563,41.911852,15.725184
59945,60129,Zaniah,3.89,0.026,-81.054806,-7.05786,-0.946921
18497,18543,Zaurak,2.97,1.588,30.760217,52.235828,-14.56308
57584,57757,Zavijava,3.59,0.518,-10.914853,0.443379,0.336562
48219,48356,Zhang,4.11,0.918,-66.227032,41.59319,-20.730703
76997,77233,Zhou,3.65,0.073,-25.268927,-38.245168,12.644945
15159,15197,Zibal,4.8,0.232,21.831836,25.077889,-5.15902
54712,54872,Zosma,2.56,0.128,-16.442201,3.337108,6.280742
72396,72622,Zubenelgenubi,2.75,0.147,-16.408581,-15.151818,-6.421874
76100,76333,Zubenelhakrabi,3.91,1.007,-28.510476,-39.071229,-12.769777
74556,74785,Zubeneschamali,2.61,-0.071,-36.549398,-42.420251,-9.252607
763,765,,3.88,1.013,30.82377,1.266396,-31.665333
1559,1562,,3.56,1.214,82.880324,7.042663,-12.912353
1595,1599,,4.23,0.576,3.631914,0.318885,-7.774227
1641,1645,,5.38,1.343,123.225843,11.104763,17.807629
2016,2021,,2.82,0.618,1.635267,0.184517,-7.275205
2069,2072,,3.93,0.175,17.106924,1.964466,-16.443574
2478,2484,,4.36,-0.064,18.64771,2.582977,-36.881102
3086,3092,,3.27,1.268,27.363473,4.742224,16.595166
3752,3760,,5.92,1.104,172.283739,36.848083,22.568981
3871,3881,,4.53,-0.136,139.406857,30.787155,124.45018
4426,4436,,3.86,0.13,30.180673,7.630372,24.761577
4567,4577,,4.3,-0.154,200.770598,52.489589,-116.727788
4879,4889,,5.5,-0.043,108.793748,30.58991,70.082353
4896,4906,,4.27,0.952,53.144471,14.974142,7.651854
5154,5165,,3.32,0.885,65728.03719,19495.774096,-72799.31262
5353,5364,,3.46,1.161,35.733354,11.025427,-6.716585
5730,5742,,4.67,1.047,118.013398,39.343134,56.911417
6179,6193,,4.74,0.032,78.942697,28.524892,43.257068
6523,6537,,3.6,1.065,32.241501,12.380133,-4.96651
6853,6867,,3.41,1.542,48.291055,19.600485,-49.144111
6993,7007,,4.84,1.372,85.579481,35.529252,9.974354
7068,7083,,3.93,0.972,26.31178,11.067445,-32.92116
7869,7884,,4.45,1.347,100.168039,47.473101,10.649285
8087,8102,,3.49,0.727,3.154083,1.539508,-1.00226
8814,8833,,4.61,0.928,48.236339,26.069281,3.053521
8818,8837,,4.39,1.597,63.693781,34.455513,-75.786103
8989,9007,,3.69,0.844,9.696827,5.372709,-13.991232
9217,9236,,2.86,0.29,9.103629,5.191033,-19.357346
10041,10064,,3.0,0.14,26.909766,17.068198,22.302471
10300,10324,,4.36,0.878,97.101875,63.662733,18.071856
10578,10602,,3.56,-0.12,24.277871,16.454316,-36.88702
10645,10670,,4.03,0.019,23.617959,16.128369,19.179839
10975,11001,,4.08,0.034,12.697968,9.036411,-39.890188
11318,11345,,4.88,-0.027,109.868541,81.261421,-29.771764
11380,11407,,4.24,-0.136,83.993856,62.712836,-115.214518
11457,11484,,4.3,-0.053,46.745585,35.276211,8.71048
11755,11783,,4.74,0.454,20.289578,15.864382,-7.019183
12062,12093,,4.87,0.88,80.687079,65.266003,10.163258
12355,12387,,4.08,-0.212,152.884758,127.698502,1.142144
12357,12390,,4.83,0.447,16.130169,13.482598,-4.419553
12360,12394,,4.12,-0.061,13.225285,11.057012,-43.245786
12381,12413,,4.74,0.061,20.044606,16.789617,-24.290419
12451,12484,,5.21,0.411,21.75871,18.364799,-39.991207
12452,12486,,4.11,1.006,27.095858,22.870882,-29.600515
12737,12770,,4.24,-0.122,88.240919,76.789504,-28.858845
12795,12828,,4.27,0.311,19.080598,16.72475,4.526074
12810,12843,,4.47,0.481,10.131041,8.892749,-4.529443
13114,13147,,4.45,0.981,33.071703,30.064017,-28.370335
13221,13254,,4.22,0.343,21.366064,19.67884,22.955795
13920,13954,,4.71,-0.109,123.577264,123.270329,27.356434
14112,14146,,4.08,0.163,17.419759,17.787178,-10.889644
14206,14240,,5.12,0.349,15.220957,15.708683,-37.488345
14292,14328,,2.91,0.716,30.696986,32.009546,59.949578
14318,14354,,3.32,1.528,50.772204,53.119196,59.165375
15436,15474,,3.7,1.614,55.881991,66.313063,-34.611249
15861,15900,,3.61,0.887,55.200207,68.663325,13.999272
16187,16228,,4.21,0.419,182.465205,235.803468,515.18103
16570,16611,,4.26,-0.106,49.785855,67.151682,-33.152769
17316,17358,,3.01,-0.125,59.860731,87.855481,117.192812
17398,17440,,3.84,1.133,7.098485,10.543736,-27.019807
17609,17651,,4.22,0.434,8.889125,13.538595,-6.958253
17637,17678,,3.26,1.59,9.756821,14.915528,-63.149939
17757,17797,,4.3,-0.038,21.799174,33.760304,-30.970368
17833,17874,,4.17,0.927,28.005042,43.7289,-38.005771
17917,17959,,4.59,0.064,18.873061,29.727281,104.223388
18201,18246,,2.84,0.271,102.130978,166.878316,121.704179
18458,18505,,4.95,-0.074,25.533963,43.100035,98.625998
18485,18532,,2.9,-0.199,76.156467,129.09969,125.816858
18550,18597,,4.56,1.59,38.96927,66.651739,-141.610379
18677,18724,,3.41,-0.099,72.055648,125.663969,32.088342
19697,19747,,3.85,1.085,11.637776,23.342255,-23.728596
19843,19893,,4.26,0.312,5.584439,11.453148,-16.011327
19871,19921,,4.44,1.078,4.063966,8.377204,-15.682734
19992,20042,,3.55,-0.108,19.536379,40.910335,-30.347713
20597,20648,,4.3,0.049,17.36483,39.694452,14.017394
21008,21060,,5.07,-0.194,57.976821,141.4236,-152.599589
21228,21281,,3.3,-0.079,10.857822,27.56288,-42.378779
21391,21444,,3.93,-0.21,73.800655,193.060106,-12.107266
21717,21770,,4.44,0.342,5.101798,14.124725,-13.457617
21808,21861,,5.04,0.391,7.623137,21.544405,-17.311611
21828,21881,,4.27,-0.112,37.416474,106.020957,47.623853
21896,21949,,5.53,-0.114,16.208289,46.456426,-142.338231
22056,22109,,4.01,-0.148,51.015593,151.376745,-9.083835
22456,22509,,4.35,0.01,20.273136,64.902011,10.64789
22496,22549,,3.68,-0.157,94.925539,306.683598,31.506969
22648,22701,,4.36,0.257,20.70106,68.667532,-6.846096
22677,22730,,5.33,1.632,51.872397,173.39311,7.928048
22730,22783,,4.26,-0.008,11388.133562,38476.633833,91596.173902
22792,22845,,4.64,0.085,9.83882,33.698243,6.285324
23069,23123,,4.47,1.369,76.757549,279.372806,8.669789
23630,23685,,3.19,1.46,14.257014,58.775516,-24.89227
23917,23972,,4.25,-0.187,54.107143,239.830695,-37.859151
24187,24244,,4.45,-0.099,14.372474,68.052698,-14.618273
24249,24305,,3.29,-0.11,11.164848,53.596933,-15.911275
24270,24327,,4.36,-0.094,44.086239,213.030877,-49.989446
24785,24845,,4.29,-0.235,44.609015,250.278024,-59.518691
24813,24873,,5.29,-0.104,17.353854,98.377746,-21.809455
25047,25110,,5.08,0.506,0.634691,3.850421,20.517591
25794,25859,,3.86,1.13,8.234768,65.213718,-46.834868
25853,25918,,5.18,1.13,0.906183,7.349405,-30.47144
26004,26069,,3.76,0.64,16.370231,141.620663,-273.743541
27006,27072,,3.59,0.481,0.558889,8.231515,-3.40875
27034,27100,,4.34,0.217,1.251539,18.809293,-41.819199
27220,27288,,3.55,0.104,1.188275,20.854933,-5.52761
27253,27321,,3.85,0.171,0.677437,12.19782,-15.122127
27461,27530,,4.5,1.075,1.339002,30.14806,-45.022342
27585,27654,,3.76,0.984,1.233354,32.555386,-12.426988
27821,27890,,4.65,1.022,0.305734,11.875322,-23.404792
27844,27913,,4.39,0.594,0.199145,8.12391,3.002187
28032,28103,,3.71,0.337,0.226289,14.424355,-3.64172
28127,28199,,4.36,-0.165,2.339512,217.669281,-154.031992
28256,28328,,3.96,1.146,0.395224,106.157169,-98.3554
28543,28614,,4.12,0.17,-0.487031,46.83194,7.961214
28620,28691,,5.14,-0.097,-3.127264,207.361101,74.215924
28664,28734,,4.16,0.835,-0.785331,43.678266,18.780748
28837,28910,,4.67,0.046,-1.374348,51.158602,-13.650887
28966,29038,,4.42,-0.164,-5.054138,152.917263,40.334489
29079,29151,,5.7,0.067,-7.845443,200.458965,8.757849
29353,29426,,4.45,-0.18,-9.400594,180.27811,45.708737
29578,29651,,3.99,1.319,-9.829941,151.438427,-16.686522
29734,29807,,4.37,0.978,-3.302105,45.641526,-32.209615
29987,30060,,4.44,0.032,-2.113811,24.62735,41.155331
30204,30277,,3.85,0.858,-5.767253,59.585068,-39.52731
30346,30419,,4.39,0.215,-3.86914,37.174221,3.002439
30794,30867,,3.76,-0.113,-25.823011,204.282357,-25.402943
30810,30883,,4.13,-0.115,-19.745914,155.415378,57.67907
31339,31416,,4.54,-0.035,-18.983936,123.138801,-52.796495
31512,31592,,3.95,1.037,-2.971851,18.407811,-6.513678
32521,32607,,3.24,0.225,-2.906455,13.618019,-26.124095
32672,32759,,3.5,-0.116,-36.758571,166.353338,-108.570651
32682,32768,,2.94,1.207,-7.654383,34.572281,-43.130564
32932,33018,,3.6,0.102,-10.97736,46.812348,32.384569
33073,33160,,4.08,1.418,-18.313512,76.003688,-16.672541
33078,33165,,6.65,-0.056,-21422.455486,88859.530452,-40559.369837
33260,33347,,4.36,-0.063,-178.337623,713.454932,-225.597739
33362,33449,,4.35,0.85,-7.080952,27.740855,46.57936
33888,33977,,3.02,-0.077,-210.498109,746.064177,-342.438173
34389,34481,,3.78,1.006,-4.22812,13.669876,-40.404484
34601,34693,,4.41,1.261,-25.971151,80.964075,49.576976
34677,34769,,4.15,-0.005,-36.330133,112.038272,-1.012987
34943,35037,,4.01,-0.15,-79.967595,236.217084,-125.824594
35132,35228,,3.97,0.76,-27.934552,80.182853,-209.706812
35169,35264,,2.71,1.616,-65.206299,186.349551,-149.300305
35253,35350,,3.58,0.106,-9.909037,27.946222,8.805756
35946,36046,,3.78,1.024,-11.927106,30.38497,17.208794
36044,36145,,4.61,-0.001,-20.244731,50.928261,63.517493
36274,36377,,3.25,1.509,-16.404069,39.982094,-40.72716
36856,36962,,4.06,1.54,-30.104979,67.678521,37.572052
37340,37447,,3.94,1.022,-19.103696,40.392645,-7.518267
37397,37504,,3.93,1.033,-5.555002,11.669749,-41.257317
37633,37740,,3.57,0.932,-17.374205,35.446541,17.905243
38038,38146,,5.32,0.751,-35.838574,69.564083,-36.344199
39681,39794,,4.35,-0.113,-33.295483,53.320205,-160.545681
39750,39863,,4.36,0.97,-172.53083,274.520877,-16.900451
39840,39953,,1.75,-0.145,-124.300149,195.993257,-251.831601
40587,40702,,4.05,0.413,-2.515914,3.642744,-19.054133
40728,40843,,5.13,0.487,-9.32358,13.3075,8.357022
41195,41312,,3.77,1.132,-7.921708,10.731349,-30.152411
42195,42313,,4.14,0.003,-31.060832,37.795209,4.886214
42396,42515,,3.97,0.936,-66.942302,79.706384,-73.721425
42416,42536,,3.6,-0.168,-58.71851,69.796529,-120.698168
42449,42568,,4.31,-0.117,-143.69503,170.315593,-382.271019
42680,42799,,4.3,-0.192,-117.329664,135.898249,10.66243
42709,42828,,3.68,-0.18,-147.689477,170.508984,-147.537653
42984,43103,,4.03,1.007,-59.175263,66.476982,48.846771
43113,43234,,4.35,-0.044,-72.427474,80.133985,11.043767
43286,43409,,4.02,1.272,-38.119847,41.407111,-29.561085
43689,43813,,3.11,0.978,-35.316755,36.765697,5.309278
44120,44248,,3.96,0.463,-8.496677,8.449391,10.707365
44254,44382,,4.0,0.145,-10.959043,10.727523,-35.095233
44572,44700,,4.56,1.037,-142.682841,134.775878,155.855184
44952,45080,,3.43,-0.19,-52.268405,47.490561,-117.37957
45204,45336,,3.89,-0.06,-26.074955,22.995381,1.405035
45557,45688,,3.82,0.066,-23.374361,19.815176,22.926164
45728,45860,,3.14,1.55,-39.512346,32.846027,35.17204
46376,46509,,4.59,0.411,-13.696743,10.590983,-0.837388
46518,46651,,3.6,0.371,-11.382585,8.679058,-12.210922
46600,46733,,3.65,0.36,-8.603035,6.510645,21.231076
46643,46776,,4.54,0.109,-126.733075,95.515712,-3.281718
46720,46853,,3.17,0.475,-6.693935,5.005096,10.57472
46819,46952,,4.54,0.914,-36.727405,27.121579,33.6576
48182,48319,,3.78,0.291,-15.505407,9.784196,30.560252
48265,48402,,4.55,0.038,-77.666573,48.48156,126.314461
48635,48774,,3.52,-0.067,-242.953038,144.739494,-397.464518
48786,48926,,5.23,0.3,-23.304405,13.608277,-19.528614
49441,49583,,3.48,-0.031,-328.449984,175.868859,112.220999
49451,49593,,4.49,0.19,-20.337129,10.878482,16.2967
49500,49641,,4.48,-0.032,-76.698775,40.80808,-0.563531
49700,49841,,3.61,1.007,-29.938956,15.487743,-7.382812
49958,50099,,3.29,-0.074,-32.00779,16.00439,-98.524026
50050,50191,,3.85,0.051,-20.660362,10.218175,-20.842511
50229,50371,,3.39,1.541,-87.13034,41.987831,-176.898605
50924,51069,,3.83,1.456,-63.022703,27.373482,-20.792498
51027,51172,,4.28,1.429,-88.352579,37.890013,-57.918293
51087,51232,,3.81,0.317,-196.531535,83.545339,-351.776134
51089,51233,,4.2,0.908,-34.818822,14.800637,28.20798
51290,51437,,5.08,-0.138,-114.678544,47.330714,-1.379402
51690,51839,,4.11,1.58,-23.590237,9.118277,-125.518147
51837,51986,,3.84,0.3,-16.728402,6.3126,-20.015507
52268,52419,,2.74,-0.22,-56.980945,19.910719,-125.948607
52317,52468,,4.58,1.7,-162.347956,56.267084,-304.520188
52575,52727,,2.69,0.901,-22.183186,7.339648,-27.280949
52789,52943,,3.11,1.232,-40.343946,12.793047,-12.291085
53099,53253,,3.78,0.945,-14.436596,4.310989,-24.92996
54304,54463,,3.93,1.225,-50249.82514,11464.949662,-85694.282278
54380,54539,,3.0,1.144,-30.843315,6.88533,31.054046
54522,54682,,4.46,0.025,-93.979241,20.122462,-40.451687
55118,55282,,3.56,1.112,-54.199405,9.717642,-14.52639
55521,55687,,4.81,1.556,-111.927049,17.422325,-21.729917
55539,55705,,4.06,0.216,-23.765377,3.670362,-7.667025
56174,56343,,3.54,0.947,-33.524411,3.96759,-20.978114
56311,56480,,4.62,-0.077,-75.883966,8.390759,-106.106941
56392,56561,,3.11,-0.044,-58.063196,6.158685,-114.692848
56464,56633,,4.7,-0.073,-84.291063,8.605864,-14.638702
57111,57283,,4.71,0.958,-102.494591,6.824337,-34.072715
57190,57363,,3.63,0.16,-15.372609,0.966692,-35.814787
57208,57380,,4.04,1.501,-89.335882,5.519063,10.244433
57763,57936,,4.29,-0.1,-78.778366,2.438319,-52.978439
58014,58188,,5.17,-0.022,-73.661453,1.280657,-22.736208
59016,59196,,2.58,-0.128,-80.490795,-2.936809,-98.48459
59134,59316,,3.02,1.326,-89.88085,-3.973272,-37.486747
59816,60000,,4.24,-0.123,-16.913371,-1.356886,-89.904352
59846,60030,,5.9,0.168,-114.156647,-9.321179,-1.573712
60554,60742,,4.35,1.128,-44.854517,-5.296552,24.287368
60635,60823,,3.91,-0.192,-80.166328,-9.857284,-97.048731
60983,61174,,4.3,0.388,-17.384353,-2.448661,-5.09915
61008,61199,,3.84,-0.157,-30.252522,-4.314584,-94.79796
61088,61281,,3.85,-0.116,-51.400013,-7.563147,141.115978
61392,61585,,2.69,-0.176,-33.992375,-5.563974,-90.370102
61739,61932,,2.2,-0.023,-25.771821,-4.720403,-30.097707
62127,62322,,3.04,-0.178,-38.249334,-7.83061,-97.161472
63963,64166,,4.94,1.048,-62.332323,-19.370955,-27.865588
64189,64394,,4.23,0.572,-7.676072,-2.489414,4.268726
64758,64962,,2.99,0.92,-35.509172,-12.735386,-16.146279
65729,65936,,3.9,1.186,-197.912019,-83.036359,-176.341407
66447,66657,,2.29,-0.171,-70.726493,-32.9381,-105.309044
67246,67459,,4.05,1.52,-69.023958,-35.731771,21.990689
67259,67472,,3.47,-0.17,-101.522043,-52.633292,-104.690333
68064,68282,,3.87,-0.208,-80.799834,-46.030955,-92.356336
68302,68520,,4.23,0.121,-59.454971,-34.898261,1.858889
70353,70576,,4.33,0.434,-55.216146,-40.925029,-69.645036
70415,70638,,4.31,1.3,-8.102137,-6.04578,-91.09986
70828,71053,,3.57,1.298,-33.395248,-26.051319,24.820934
71125,71352,,2.33,-0.157,-54.086167,-43.605833,-62.903
71310,71536,,4.05,-0.152,-48.652444,-40.065743,-73.601256
71569,71795,,3.78,0.044,-39.925583,-33.844144,12.786515
71731,71957,,3.87,0.385,-13.771311,-11.872446,-1.801463
71994,72220,,3.73,-0.005,-30.838211,-27.343068,1.362104
73046,73273,,2.68,-0.184,-60.951955,-60.176134,-80.247234
73107,73334,,3.13,-0.208,-61.87283,-61.421692,-78.787457
74167,74395,,3.41,0.918,-14.765283,-16.43956,-28.383941
74438,74666,,3.46,0.961,-20.5232,-23.506036,20.509246
74595,74824,,4.07,0.088,-10.304156,-12.012956,-26.134351
74717,74946,,2.87,0.014,-13.248562,-15.637336,-52.51191
74912,75141,,3.22,-0.227,-131.223518,-158.301112,-176.532145
74948,75177,,3.57,1.534,-43.289327,-52.423754,-49.870803
75094,75323,,4.48,0.169,-44.315595,-54.422257,-118.299395
75895,76127,,4.14,-0.127,-58.818354,-78.716957,59.88489
76044,76276,,3.8,0.268,-40.700384,-55.408101,12.790326
76065,76297,,2.8,-0.216,-57.388809,-78.369378,-84.935884
76317,76552,,4.34,1.412,-28.655317,-40.193087,-45.338837
76716,76952,,3.81,0.02,-22.633064,-33.161033,19.838868
76819,77055,,4.29,0.038,-13.368655,-19.830791,110.565025
77276,77512,,4.59,0.794,-25.233535,-39.454341,22.911467
77280,77516,,3.54,-0.036,-27.963131,-43.733196,-3.11142
77386,77622,,3.71,0.147,-11.504554,-18.201236,1.686207
77398,77634,,3.97,-0.045,-26.597559,-42.137857,-33.141039
77524,77760,,4.6,0.563,-6.184702,-9.962833,10.727031
77617,77853,,4.13,1.003,-25.878383,-42.157652,-14.868305
77716,77952,,2.83,0.315,-2.869157,-4.734869,-11.070637
77836,78072,,3.85,0.478,-5.56255,-9.299226,3.038014
77923,78159,,4.14,1.231,-30.827626,-52.120195,30.691703
78148,78384,,3.42,-0.206,-53.049208,-91.997111,-84.160334
78256,78493,,4.98,-0.05,-41.006057,-72.068531,47.585683
78290,78527,,4.01,0.528,-5.406623,-9.545392,17.947647
78400,78639,,4.65,0.902,-21.436686,-38.362307,-50.964612
78730,78970,,5.72,0.298,-20.73371,-38.696669,-32.789385
79270,79509,,4.95,1.017,-34.049566,-67.905705,-107.012462
79580,79822,,4.95,0.393,-3.16421,-6.597182,28.821068
79750,79992,,3.91,-0.151,-27.579279,-58.969611,68.155258
79759,80000,,4.01,1.08,-10.705758,-22.916885,-30.311157
79928,80170,,3.74,0.299,-23.156213,-50.764845,19.379328
80339,80582,,4.46,-0.07,-43.237191,-100.860395,-119.987381
80819,81065,,3.86,0.923,-3.402312,-8.577006,-47.018913
80880,81126,,4.2,-0.013,-26.078761,-66.292176,65.133106
81130,81377,,2.54,0.038,-39.017319,-103.200447,-20.582092
81444,81693,,2.81,0.65,-3.073152,-8.593139,5.615032
81583,81833,,3.48,0.916,-8.555377,-24.463195,20.928253
81602,81852,,4.23,1.06,-3.425923,-9.82102,-46.985394
81830,82080,,4.21,0.897,-4.098102,-12.242736,92.297935
82112,82363,,3.77,1.562,-14.233672,-44.996851,-78.673358
82419,82671,,4.7,0.444,-165.254768,-557.850047,-530.561119
82745,83000,,3.19,1.16,-7.432411,-26.650562,4.567947
82826,83081,,3.12,1.552,-22.05913,-80.386753,-123.53816
82952,83207,,3.92,-0.018,-10.50257,-39.395153,24.426522
83885,84143,,3.32,0.441,-3.401345,-16.05484,-15.432267
84122,84380,,3.16,1.437,-18.017787,-90.679203,69.185936
84348,84606,,4.64,0.043,-7.859219,-42.067341,32.591167
84622,84880,,4.32,0.037,-10.332265,-59.860544,-13.853358
84853,85112,,4.15,-0.011,-15.173056,-94.947155,72.840377
84999,85258,,2.84,1.479,-16.904234,-110.792345,-163.251778
85008,85267,,3.31,-0.15,-28.42707,-186.83103,-284.199972
85467,85727,,3.6,-0.104,-3.736759,-29.474564,-52.908519
85494,85755,,4.78,0.016,-14.138881,-112.775053,-50.514993
85530,85792,,2.84,-0.136,-6.473763,-52.424912,-62.676478
85567,85829,,4.86,0.279,-2.101791,-17.284211,25.026701
85998,86263,,3.54,0.262,-3.038557,-30.971085,-8.570974
86148,86414,,3.82,-0.179,-8.66837,-96.48418,100.3369
86298,86565,,4.24,0.086,-4.193749,-51.601055,-11.833705
86403,86670,,2.39,-0.171,-8.785101,-114.747994,-93.292778
86661,86929,,3.61,1.161,-2.868557,-46.020948,-97.652295
86705,86974,,3.42,0.75,-0.434406,-7.3437,3.865655
86803,87072,,4.53,0.6,-14.494275,-266.775691,-141.045839
86804,87073,,2.99,0.509,-24.497404,-451.772701,-381.351324
87537,87808,,3.86,1.35,-3.005409,-183.808118,139.792353
87661,87933,,3.7,0.935,-0.356945,-36.596981,20.49449
88439,88714,,3.65,-0.101,4.628533,-159.924037,-191.28926
88517,88794,,3.84,-0.018,2.989087,-90.792184,49.863048
