id,hip,proper,mag,ci,x,y,z
88589,88866,,4.33,0.228,0.66171,-17.666424,-35.720985
89364,89642,,3.1,1.582,2.754228,-35.738834,-26.777975
89660,89937,,3.55,0.489,0.219434,-2.381656,7.694536
89684,89962,,3.23,0.941,1.719456,-18.438938,-0.937748
89819,90098,,4.35,1.462,6.937554,-68.218953,-126.259656
90143,90422,,3.49,-0.179,6.951907,-58.794382,-61.23999
90288,90568,,4.1,0.995,3.180986,-25.152757,-29.238082
90315,90595,,4.67,0.076,12.044075,-94.026655,-24.631831
90605,90887,,5.16,0.079,7.607531,-53.527785,-44.892575
90835,91117,,3.85,1.317,9.245186,-59.708018,-8.754035
91507,91792,,4.01,1.134,3.982268,-20.957449,-63.491109
91589,91875,,5.11,0.075,9.374585,-48.473774,-39.024426
91684,91971,,4.34,0.192,7.36169,-37.202578,29.210771
91754,92041,,3.17,-0.107,12.937936,-64.083559,-33.297761
91888,92175,,4.22,1.087,57.215132,-274.025425,-23.250298
91915,92202,,5.38,1.28,20468.357859,-97376.715087,-9940.913643
92319,92609,,4.22,-0.15,46.22288,-199.350966,-387.929889
92502,92791,,4.22,1.575,42.527743,-175.43781,135.530509
92524,92814,,5.08,0.141,97.758669,-401.642374,-115.438114
92661,92953,,5.35,0.998,16.181133,-64.559841,-61.439775
92697,92989,,5.36,-0.147,25.673179,-101.692706,-80.02487
92723,93015,,4.4,0.53,14.597349,-57.529297,-141.425058
92793,93085,,3.52,1.151,26.037848,-101.172397,-40.325267
92881,93174,,4.83,0.396,6.100734,-23.286509,-18.210673
92951,93244,,4.02,1.082,11.79959,-44.328509,12.35001
93248,93542,,4.74,-0.027,11.946382,-42.277742,-39.689849
93388,93683,,3.76,1.012,11.267032,-38.85539,-16.133344
93510,93805,,3.43,-0.096,10.770638,-36.216543,-3.227659
93530,93825,,4.23,0.523,3.945759,-13.231884,-10.428815
93569,93864,,3.32,1.169,9.508483,-31.623153,-17.31506
93710,94005,,4.57,1.07,12.229963,-39.785308,-35.544936
93865,94160,,4.1,1.163,33.816393,-107.204136,-92.141229
94352,94648,,4.45,1.257,4.161675,-12.163752,43.002444
94484,94779,,3.8,0.95,7.497777,-21.43943,30.547504
94525,94820,,4.88,1.013,46.423708,-131.763665,-47.975072
94873,95168,,3.92,0.228,12.926473,-34.724544,-11.929933
95207,95501,,3.36,0.319,5.650026,-14.436012,0.843584
95554,95853,,3.76,0.148,8.790467,-21.299308,29.207404
96104,96406,,5.64,0.185,33.354291,-74.890731,-37.740821
96530,96837,,4.39,1.041,54.860279,-116.256022,40.472581
97056,97365,,3.68,1.313,77.993677,-154.087523,57.900217
97124,97433,,3.84,0.888,6.964788,-13.643765,42.707954
97493,97804,,3.87,0.63,199.669191,-373.661462,7.43694
97721,98032,,4.12,1.063,20.00728,-36.369941,-37.203168
97799,98110,,3.89,1.019,16.453496,-29.589591,23.780105
98026,98337,,3.51,1.571,36.997433,-64.89161,26.440286
98101,98412,,4.37,-0.15,64.765423,-112.475668,-91.815589
98184,98495,,3.97,-0.032,4.754832,-8.186656,-30.794025
98232,98543,,4.66,0.184,32.330025,-55.381221,33.744109
98375,98688,,4.43,1.64,62.107193,-104.748215,-63.960733
98604,98920,,5.09,1.058,23.995376,-39.481671,16.807824
98924,99240,,3.55,0.751,1.313772,-2.087713,-5.587991
101445,101772,,3.11,0.998,12.976855,-15.802893,-22.152943
101950,102281,,4.43,0.302,43.241717,-49.981753,17.801271
102064,102395,,3.42,0.163,11.018527,-12.568841,-37.903223
102154,102485,,4.13,0.426,8.799322,-9.937473,-6.266031
102201,102532,,4.27,1.042,24.733436,-27.794763,10.756074
102500,102831,,4.89,1.004,65.133632,-71.100794,-64.501268
102647,102978,,4.12,1.633,157.000892,-168.625944,-116.985158
102895,103227,,3.67,1.25,67.818551,-70.96183,-159.891518
103406,103738,,4.67,0.89,42.228148,-41.75506,-37.481056
103804,104139,,4.08,-0.01,34.443471,-32.700737,-14.731739
104184,104521,,4.7,0.262,26.379939,-24.10051,6.385059
104394,104732,,3.21,0.99,28.278409,-25.25354,22.089851
104520,104858,,4.47,0.529,13.660962,-12.035259,3.212549
104802,105140,,4.71,0.07,35.949472,-30.720552,-29.746948
104979,105319,,4.39,0.191,13.809188,-11.601,-24.32855
105175,105515,,4.28,0.888,44.584575,-36.672187,-17.467386
105229,105570,,5.16,0.064,77.954853,-63.752192,12.028088
105519,105858,,4.21,0.494,3.025799,-2.397286,-8.418648
105540,105881,,3.77,1.002,85.717547,-67.776385,-45.065401
106746,107089,,3.73,1.008,3.808297,-2.630174,-20.688835
106967,107310,,4.49,0.512,16.170769,-10.892651,10.693308
107011,107354,,4.14,0.425,25.625802,-17.179996,14.811538
107265,107608,,5.02,0.042,70.778376,-46.080091,-50.542965
108316,108661,,5.43,-0.095,191.231043,-109.477969,-119.410773
108765,109111,,4.47,1.349,50.325213,-27.291744,-47.265364
108793,109139,,4.29,-0.075,45.86867,-24.791487,-12.874003
108830,109176,,3.77,0.435,9.335368,-5.015491,5.019565
109006,109352,,5.58,0.985,65.588119,-34.424593,48.42115
109076,109422,,4.94,0.489,13.670951,-7.105556,-9.83382
109146,109492,,3.39,1.558,120.077626,-61.940455,217.924077
109591,109937,,4.14,1.447,135.358669,-66.041055,116.609456
110192,110538,,4.42,1.015,29.133552,-13.038111,41.191488
110263,110609,,4.55,0.092,409.779602,-181.340137,524.233161
110614,110960,,3.65,0.406,25.969719,-10.912416,-0.009819
110650,110997,,3.97,1.022,63.502865,-26.541175,-65.303513
110675,111022,,4.34,1.679,313.72288,-130.702078,373.59188
110757,111104,,4.52,-0.086,355.219533,-146.251994,359.77449
110776,111123,,4.82,-0.053,80.722934,-33.169888,-16.455466
110841,111188,,4.29,0.011,34.265767,-13.930345,-23.425222
111147,111497,,4.04,-0.083,47.99624,-18.578858,-0.105543
111601,111954,,4.18,-0.105,125.047058,-45.108691,-67.860991
112050,112405,,4.13,0.208,6.504421,-2.174504,-45.250032
112084,112440,,3.97,1.07,97.414069,-32.34337,44.770388
112090,112447,,4.2,0.502,15.122785,-5.009216,3.436474
112263,112623,,3.49,0.083,23.513371,-7.577057,-30.854309
112357,112716,,4.05,1.57,90.21252,-28.620692,-22.883854
112364,112724,,3.5,1.053,13.598133,-4.30834,32.34218
112601,112961,,3.73,1.626,112.009754,-33.916636,-15.573012
112886,113246,,4.2,0.952,38.294356,-10.990075,-25.419746
113278,113638,,4.11,0.96,19.533046,-5.153542,-26.570247
113770,114131,,4.28,0.423,28.53779,-6.735685,-27.845269
114059,114421,,3.88,0.998,38.629453,-8.500488,-39.895777
114493,114855,,4.24,1.107,44.520534,-8.675776,-7.255216
114609,114971,,3.7,0.916,41.496215,-7.847237,2.421966
114634,114996,,3.99,0.41,11.929297,-2.241691,-19.60403
114740,115102,,4.41,1.109,46.342019,-8.416758,-30.043133
115073,115438,,3.96,1.082,46.435798,-7.568697,-17.217874
115376,115738,,4.95,0.036,46.55861,-6.764661,1.031187
115465,115830,,4.27,1.062,44.814124,-6.304546,5.059407
115865,116231,,4.38,-0.095,41.860861,-4.959933,-32.719276
116405,116771,,4.13,0.507,13.595494,-1.192399,1.34449
116562,116928,,4.49,0.2,32.57453,-2.556983,1.015452
117900,118268,,4.03,0.419,31.760437,-0.095415,3.822824
